OrderID,OrderDate,OrderDate,CustomerID,CustomerName,Region,Country,SalesChannel,ProductCategory,Product,Quantity,UnitPrice,GrossSales,DiscountPct,DiscountAmount,NetSales,ShippingCost,TaxRate,TaxAmount,TotalAmount,PaymentMethod,OrderStatus,SalesRep,CustomerRating,IsReturningCustomer
ORD-109679,28-Nov-25,11/28/2025,CUST-1936,Liam Johnson,North America,USA,Website,Clothing,Cotton T-Shirt,10,796.5,7965,0.2,1593,6372,19.33,0.19,1210.68,7602.01,Gift Card,Delivered,A. Chen,4,FALSE
ORD-107861,19-Oct-24,10/19/2024,CUST-2423,David Thomas,North America,Canada,Marketplace - eBay,Home & Kitchen,Coffee Maker,1,119.08,119.08,0.05,5.95,113.13,29.54,0.05,5.66,148.33,Debit Card,Delivered,J. Rivera,5,FALSE
ORD-103375,9-Jul-23,7/9/2023,CUST-4414,Mia Rossi,Europe,France,Marketplace - Amazon,Sports & Outdoors,Camping Tent,12,199.86,2398.32,0.25,599.58,1798.74,22.04,0.19,341.76,2162.54,Cash on Delivery,Delivered,A. Chen,1,TRUE
ORD-113608,18-Aug-23,8/18/2023,CUST-3725,Susan Dubois,Africa,South Africa,Website,Toys & Games,Puzzle 1000pc,5,152.14,760.7,0.2,152.14,608.56,2.99,0.2,121.71,733.26,Cash on Delivery,Shipped,T. Andersson,4,FALSE
ORD-113211,30-Dec-23,12/30/2023,CUST-4163,Barbara Miller,Africa,South Africa,Mobile App,Books,Self-Help Guide,11,204.42,2248.62,0.05,112.43,2136.19,33.22,0.2,427.24,2596.65,PayPal,Cancelled,A. Chen,5,TRUE
ORD-113670,17-Apr-25,4/17/2025,CUST-3596,James Costa,Europe,Spain,Phone Order,Sports & Outdoors,Hiking Backpack,10,320.01,3200.1,0.2,640.02,2560.08,13.18,0.05,128,2701.26,Gift Card,Delivered,S. Patel,1,TRUE
ORD-114007,21-Aug-25,8/21/2025,CUST-4585,Ava Dubois,Oceania,Australia,Website,Home & Kitchen,Stainless Steel Water Bottle,12,95.37,1144.44,0,0,1144.44,7.96,0.05,57.22,1209.62,Credit Card,Delivered,L. Novak,5,FALSE
ORD-105602,21-Mar-25,3/21/2025,CUST-2351,Lucas Martin,South America,Brazil,Mobile App,Sports & Outdoors,Dumbbell Set 20kg,12,183.13,2197.56,0.25,549.39,1648.17,30.59,0.2,329.63,2008.39,Credit Card,Delivered,T. Andersson,4,FALSE
ORD-102952,5-Aug-23,8/5/2023,CUST-3911,Ethan Nguyen,Oceania,Australia,Retail Store,Office Supplies,Desk Organizer,11,134.85,1483.35,0,0,1483.35,19.82,0.1,148.34,1651.51,Gift Card,Processing,N/A,0,FALSE
ORD-109538,28-Oct-24,10/28/2024,CUST-2642,Susan Anderson,South America,Chile,Retail Store,Clothing,Baseball Cap,5,334.66,1673.3,0.05,83.67,1589.63,17.54,0.07,111.27,1718.44,Bank Transfer,Shipped,N/A,5,TRUE
ORD-114162,2-Mar-23,3/2/2023,CUST-3409,James Jones,Asia,South Korea,Marketplace - eBay,Books,Cookbook,4,367.52,1470.08,0,0,1470.08,25.36,0.1,147.01,1642.45,Debit Card,Cancelled,J. Rivera,0,TRUE
ORD-109168,28-Jul-25,7/28/2025,CUST-2624,Jennifer Brown,North America,USA,Marketplace - eBay,Office Supplies,Whiteboard Markers,9,301.37,2712.33,0.15,406.85,2305.48,26.37,0.1,230.55,2562.4,Debit Card,Returned,L. Novak,5,FALSE
ORD-109452,20-Mar-25,3/20/2025,CUST-3055,Jessica Dubois,South America,Argentina,Mobile App,Clothing,Denim Jeans,12,527.52,6330.24,0,0,6330.24,6.57,0,0,6336.81,Credit Card,Delivered,L. Novak,1,FALSE
ORD-108702,22-Feb-24,2/22/2024,CUST-2374,Yuki Nguyen,Europe,Germany,Phone Order,Toys & Games,Action Figure,12,25.39,304.68,0,0,304.68,24.33,0.05,15.23,344.24,PayPal,Delivered,A. Chen,4,FALSE
ORD-100123,31-Aug-23,8/31/2023,CUST-1912,James Muller,Africa,Nigeria,Retail Store,Furniture,Monitor Arm,1,880.74,880.74,0.25,220.19,660.55,23.57,0.1,66.05,750.17,Bank Transfer,Delivered,S. Patel,2,FALSE
ORD-114169,15-Dec-25,12/15/2025,CUST-1407,Ava Martinez,North America,Mexico,Website,Books,Fiction Novel,9,292.18,2629.62,0,0,2629.62,12.73,0.1,262.96,2905.31,PayPal,Delivered,A. Chen,1,TRUE
ORD-107217,10-Mar-25,3/10/2025,CUST-2139,Joseph Muller,South America,Chile,Marketplace - Amazon,Office Supplies,Sticky Notes,12,255,3060,0.2,612,2448,33.67,0.085,208.08,2689.75,Bank Transfer,Shipped,S. Patel,5,TRUE
ORD-114228,10-May-24,5/10/2024,CUST-3373,Elizabeth Anderson,North America,USA,Retail Store,Books,Children's Storybook,6,808.22,4849.32,0,0,4849.32,3.05,0.085,412.19,5264.56,Credit Card,Shipped,T. Andersson,1,FALSE
ORD-109903,11-Apr-24,4/11/2024,CUST-2290,William Garcia,Asia,India,Mobile App,Books,Business Strategy Book,7,467.2,3270.4,0.05,163.52,3106.88,15.26,0.07,217.48,3339.62,PayPal,Shipped,N/A,3,TRUE
ORD-102101,17-Feb-23,2/17/2023,CUST-1317,Ava Martin,Oceania,Australia,Marketplace - Amazon,Sports & Outdoors,Resistance Bands,5,702.47,3512.35,0,0,3512.35,23.27,0,0,3535.62,Bank Transfer,Processing,J. Rivera,4,FALSE
ORD-100870,16-Oct-25,10/16/2025,CUST-1544,Wei Costa,Oceania,New Zealand,Phone Order,Sports & Outdoors,Camping Tent,12,382.99,4595.88,0.15,689.38,3906.5,33.53,0.2,781.3,4721.33,Gift Card,Delivered,M. Okafor,3,FALSE
ORD-114241,23-Apr-23,4/23/2023,CUST-4721,Hiro Thomas,Europe,Italy,Retail Store,Furniture,Monitor Arm,2,331,662,0,0,662,0.68,0,0,662.68,Cash on Delivery,Cancelled,M. Okafor,0,TRUE
ORD-109223,28-Oct-25,10/28/2025,CUST-1653,Linda Andersson,Africa,South Africa,Marketplace - eBay,Furniture,Bookshelf,8,553.6,4428.8,0.2,885.76,3543.04,21.27,0.19,673.18,4237.49,Bank Transfer,Delivered,R. Silva,4,TRUE
ORD-111656,25-May-24,5/25/2024,CUST-1182,Barbara Lee,Africa,South Africa,Marketplace - Amazon,Toys & Games,Puzzle 1000pc,8,689.14,5513.12,0,0,5513.12,33.79,0.1,551.31,6098.22,Bank Transfer,Cancelled,M. Okafor,0,FALSE
ORD-106791,18-Aug-24,8/18/2024,CUST-1176,Robert Rossi,Africa,Egypt,Phone Order,Furniture,Monitor Arm,5,210.17,1050.85,0.15,157.63,893.22,16.85,0.1,89.32,999.39,Debit Card,Delivered,R. Silva,2,TRUE
ORD-113045,13-Dec-23,12/13/2023,CUST-1214,Lucas Lee,Oceania,New Zealand,Marketplace - Amazon,Office Supplies,Printer Paper Ream,7,312.81,2189.67,0,0,2189.67,30.81,0.1,218.97,2439.45,Debit Card,Delivered,S. Patel,2,TRUE
ORD-101999,18-Mar-23,3/18/2023,CUST-1310,Thomas Smith,Europe,Germany,Website,Furniture,Bookshelf,9,83.07,747.63,0,0,747.63,4.72,0.07,52.33,804.68,Bank Transfer,Delivered,N/A,5,FALSE
ORD-103591,3-Jan-25,1/3/2025,CUST-2510,Lucas Brown,Africa,Egypt,Marketplace - Amazon,Books,Business Strategy Book,10,864.14,8641.4,0.1,864.14,7777.26,17.72,0.19,1477.68,9272.66,Cash on Delivery,Delivered,K. Tanaka,3,TRUE
ORD-101157,4-Dec-23,12/4/2023,CUST-1478,Wei Okafor,North America,Canada,Marketplace - eBay,Furniture,Standing Desk,6,552.09,3312.54,0.2,662.51,2650.03,30.53,0.05,132.5,2813.06,PayPal,Shipped,M. Okafor,1,TRUE
ORD-103157,7-Feb-23,2/7/2023,CUST-4418,Mia Garcia,North America,USA,Mobile App,Office Supplies,Desk Organizer,2,322.92,645.84,0,0,645.84,20.31,0.085,54.9,721.05,Bank Transfer,Delivered,S. Patel,5,FALSE
ORD-114182,3-Mar-25,3/3/2025,CUST-3599,Liam Martinez,Europe,Germany,Marketplace - eBay,Books,Self-Help Guide,6,247.73,1486.38,0,0,1486.38,26.81,0.2,297.28,1810.47,Debit Card,Shipped,L. Novak,4,FALSE
ORD-104429,13-Dec-23,12/13/2023,CUST-4570,Hiro Davis,Oceania,Australia,Marketplace - eBay,Sports & Outdoors,Resistance Bands,8,17.28,138.24,0.1,13.82,124.42,5.44,0.2,24.88,154.74,Cash on Delivery,Delivered,T. Andersson,3,FALSE
ORD-105689,22-Jul-25,7/22/2025,CUST-3586,William Muller,North America,USA,Marketplace - Amazon,Toys & Games,Building Blocks Set,1,455.61,455.61,0,0,455.61,8.02,0.19,86.57,550.2,Debit Card,Delivered,M. Okafor,4,FALSE
ORD-106481,19-Mar-23,3/19/2023,CUST-2884,Thomas Costa,Africa,South Africa,Mobile App,Sports & Outdoors,Yoga Mat,2,165.46,330.92,0.05,16.55,314.37,2.33,0.19,59.73,376.43,Debit Card,Delivered,T. Andersson,0,TRUE
ORD-101576,2-Feb-23,2/2/2023,CUST-4241,Barbara Rodriguez,North America,Canada,Marketplace - eBay,Electronics,USB-C Hub,1,379.56,379.56,0.15,56.93,322.63,29.65,0.085,27.42,379.7,PayPal,Returned,R. Silva,4,TRUE
ORD-114499,24-Nov-23,11/24/2023,CUST-2636,Lucas Brown,Asia,China,Marketplace - eBay,Clothing,Winter Jacket,5,492.52,2462.6,0.15,369.39,2093.21,9.05,0.07,146.52,2248.78,Debit Card,Cancelled,A. Chen,3,FALSE
ORD-108254,5-Jul-24,7/5/2024,CUST-4168,William Garcia,South America,Argentina,Phone Order,Toys & Games,Puzzle 1000pc,2,76.15,152.3,0.2,30.46,121.84,15.75,0.19,23.15,160.74,Gift Card,Cancelled,A. Chen,4,FALSE
ORD-100473,23-Feb-24,2/23/2024,CUST-2944,Michael Wilson,North America,Mexico,Retail Store,Books,Cookbook,10,865.92,8659.2,0.1,865.92,7793.28,3.26,0,0,7796.54,Cash on Delivery,Delivered,K. Tanaka,0,TRUE
ORD-104998,27-May-24,5/27/2024,CUST-2222,Jessica Jones,North America,Mexico,Retail Store,Electronics,USB-C Hub,5,10.36,51.8,0.15,7.77,44.03,1.28,0.2,8.81,54.12,PayPal,Delivered,S. Patel,4,TRUE
ORD-111647,4-Apr-25,4/4/2025,CUST-2303,Wei Brown,Africa,South Africa,Website,Electronics,Laptop Stand,3,226.28,678.84,0.15,101.83,577.01,24.47,0,0,601.48,Debit Card,Cancelled,N/A,3,FALSE
ORD-109058,28-Oct-24,10/28/2024,CUST-1377,Fatima Davis,North America,Canada,Retail Store,Furniture,Filing Cabinet,1,37.53,37.53,0.05,1.88,35.65,33.03,0.1,3.56,72.24,Debit Card,Delivered,A. Chen,3,TRUE
ORD-103584,12-Jan-23,1/12/2023,CUST-3931,Fatima Jones,Africa,Nigeria,Marketplace - Amazon,Home & Kitchen,Coffee Maker,8,722.72,5781.76,0,0,5781.76,15.14,0.085,491.45,6288.35,PayPal,Cancelled,J. Rivera,4,FALSE
ORD-102933,10-Jun-23,6/10/2023,CUST-3954,Charles Jones,North America,Canada,Phone Order,Furniture,Filing Cabinet,10,202.55,2025.5,0.2,405.1,1620.4,23.46,0.2,324.08,1967.94,PayPal,Delivered,A. Chen,3,TRUE
ORD-105426,31-Oct-24,10/31/2024,CUST-4453,Richard Kumar,Asia,China,Marketplace - Amazon,Books,Self-Help Guide,11,386.81,4254.91,0.1,425.49,3829.42,32.58,0.1,382.94,4244.94,Credit Card,Delivered,A. Chen,5,TRUE
ORD-111807,28-Jul-23,7/28/2023,CUST-3297,John Thomas,North America,Canada,Retail Store,Furniture,Desk Lamp,1,590.45,590.45,0.15,88.57,501.88,7.99,0.05,25.09,534.96,Cash on Delivery,Delivered,N/A,0,TRUE
ORD-113030,18-Sep-25,9/18/2025,CUST-4258,Olivia Rodriguez,Asia,China,Mobile App,Toys & Games,Board Game Classic,9,637.3,5735.7,0.2,1147.14,4588.56,13.79,0.07,321.2,4923.55,Bank Transfer,Delivered,T. Andersson,3,FALSE
ORD-108752,25-Nov-24,11/25/2024,CUST-1706,Mateus Wilson,Oceania,Australia,Retail Store,Furniture,Bookshelf,3,650.57,1951.71,0.15,292.76,1658.95,20.02,0,0,1678.97,Bank Transfer,Delivered,R. Silva,4,TRUE
ORD-103389,30-Jan-23,1/30/2023,CUST-1862,Mary Van Dijk,Europe,Germany,Mobile App,Clothing,Winter Jacket,9,746.74,6720.66,0.25,1680.16,5040.5,11.6,0.05,252.03,5304.13,Bank Transfer,Delivered,N/A,3,FALSE
ORD-102181,8-Sep-23,9/8/2023,CUST-1480,Joseph Davis,Asia,South Korea,Marketplace - eBay,Office Supplies,Notebook A5,2,74.51,149.02,0.25,37.26,111.76,17.83,0,0,129.59,PayPal,Processing,R. Silva,5,FALSE
ORD-104744,30-Jan-23,1/30/2023,CUST-4390,Robert Jackson,Oceania,Australia,Retail Store,Books,Cookbook,12,749.8,8997.6,0.05,449.88,8547.72,12.12,0.19,1624.07,10183.91,Gift Card,Delivered,T. Andersson,0,TRUE
ORD-114108,7-Feb-25,2/7/2025,CUST-2220,Mary Muller,South America,Chile,Website,Sports & Outdoors,Yoga Mat,9,806.54,7258.86,0,0,7258.86,33.86,0.05,362.94,7655.66,Credit Card,Returned,T. Andersson,1,FALSE
ORD-107126,18-Oct-23,10/18/2023,CUST-2224,Richard Jackson,South America,Argentina,Retail Store,Clothing,Wool Socks (3pk),6,571.81,3430.86,0.25,857.72,2573.14,21.82,0.19,488.9,3083.86,Gift Card,Delivered,M. Okafor,2,FALSE
ORD-111474,16-Sep-25,9/16/2025,CUST-1004,Mary Lee,Europe,Spain,Mobile App,Clothing,Cotton T-Shirt,8,784.28,6274.24,0,0,6274.24,32.84,0.19,1192.11,7499.19,PayPal,Processing,R. Silva,5,TRUE
ORD-113636,23-Apr-25,4/23/2025,CUST-3413,Richard Taylor,Asia,Japan,Mobile App,Electronics,Webcam HD,12,348.86,4186.32,0.05,209.32,3977,8.04,0.07,278.39,4263.43,Gift Card,Delivered,S. Patel,3,FALSE
ORD-109821,21-Mar-23,3/21/2023,CUST-2196,Patricia Silva,South America,Chile,Mobile App,Electronics,Mechanical Keyboard,2,764.96,1529.92,0,0,1529.92,25.51,0.19,290.68,1846.11,Debit Card,Delivered,A. Chen,1,FALSE
ORD-105489,7-Sep-24,9/7/2024,CUST-1667,James Moore,North America,Canada,Mobile App,Toys & Games,Remote Control Car,3,683.81,2051.43,0.2,410.29,1641.14,7,0.19,311.82,1959.96,Credit Card,Delivered,S. Patel,4,TRUE
ORD-110631,26-Aug-23,8/26/2023,CUST-3668,Liam Moore,Asia,China,Phone Order,Sports & Outdoors,Camping Tent,9,269.65,2426.85,0,0,2426.85,2.28,0.05,121.34,2550.47,Gift Card,Returned,J. Rivera,2,FALSE
ORD-101150,4-Jun-23,6/4/2023,CUST-2683,Mohammed Davis,Europe,Italy,Retail Store,Clothing,Cotton T-Shirt,5,755.8,3779,0.15,566.85,3212.15,7.22,0.19,610.31,3829.68,Gift Card,Processing,A. Chen,5,FALSE
ORD-101161,19-Oct-24,10/19/2024,CUST-3738,Karen Garcia,Asia,China,Marketplace - eBay,Furniture,Desk Lamp,11,758.31,8341.41,0,0,8341.41,24.95,0.07,583.9,8950.26,Credit Card,Delivered,N/A,4,FALSE
ORD-108001,31-Oct-24,10/31/2024,CUST-1930,Priya Jackson,North America,Canada,Website,Electronics,USB-C Hub,3,103.06,309.18,0.2,61.84,247.34,13.52,0.05,12.37,273.23,PayPal,Processing,L. Novak,0,TRUE
ORD-100257,18-Oct-25,10/18/2025,CUST-1846,Joseph Miller,Europe,Netherlands,Website,Home & Kitchen,Electric Kettle,4,753.51,3014.04,0.15,452.11,2561.93,5.46,0,0,2567.39,Credit Card,Shipped,K. Tanaka,0,TRUE
ORD-110791,10-Mar-24,3/10/2024,CUST-2064,Susan Kim,Asia,Singapore,Marketplace - eBay,Furniture,Standing Desk,9,850.35,7653.15,0.2,1530.63,6122.52,28.39,0.05,306.13,6457.04,Gift Card,Returned,S. Patel,5,TRUE
ORD-112922,31-May-25,5/31/2025,CUST-4166,Thomas Muller,Europe,Germany,Marketplace - Amazon,Sports & Outdoors,Hiking Backpack,5,881.72,4408.6,0,0,4408.6,21.34,0.05,220.43,4650.37,Debit Card,Delivered,S. Patel,1,FALSE
ORD-100794,5-Apr-25,4/5/2025,CUST-4022,Raj Thomas,South America,Argentina,Mobile App,Furniture,Standing Desk,1,786.65,786.65,0.15,118,668.65,13.35,0.2,133.73,815.73,Cash on Delivery,Delivered,J. Rivera,5,TRUE
ORD-104874,22-Nov-24,11/22/2024,CUST-2028,Ava Jones,Europe,Spain,Website,Clothing,Cotton T-Shirt,9,366.11,3294.99,0,0,3294.99,4.05,0.2,659,3958.04,Credit Card,Delivered,M. Okafor,0,TRUE
ORD-109298,26-Aug-23,8/26/2023,CUST-1683,Barbara Martin,Asia,Singapore,Marketplace - Amazon,Home & Kitchen,Blender,4,799.73,3198.92,0.1,319.89,2879.03,23.35,0.07,201.53,3103.91,Gift Card,Shipped,T. Andersson,0,TRUE
ORD-106198,25-Oct-25,10/25/2025,CUST-1979,Lucas Moore,Africa,South Africa,Marketplace - Amazon,Home & Kitchen,Stainless Steel Water Bottle,1,237,237,0,0,237,13.03,0,0,250.03,Cash on Delivery,Delivered,J. Rivera,5,FALSE
ORD-103856,13-Mar-23,3/13/2023,CUST-2481,Mateus Nguyen,South America,Brazil,Mobile App,Toys & Games,Building Blocks Set,2,588.73,1177.46,0.05,58.87,1118.59,31.79,0.2,223.72,1374.1,Debit Card,Delivered,M. Okafor,4,FALSE
ORD-111600,29-Oct-25,10/29/2025,CUST-3716,Fatima Costa,South America,Argentina,Marketplace - Amazon,Home & Kitchen,Stainless Steel Water Bottle,11,318.87,3507.57,0.15,526.14,2981.43,6.4,0.1,298.14,3285.97,Bank Transfer,Processing,M. Okafor,1,TRUE
ORD-100558,6-Oct-24,10/6/2024,CUST-4926,Priya Martin,Asia,India,Phone Order,Sports & Outdoors,Water Bottle Insulated,4,286.44,1145.76,0.2,229.15,916.61,25.4,0.05,45.83,987.84,Cash on Delivery,Delivered,R. Silva,4,TRUE
ORD-110043,6-Dec-23,12/6/2023,CUST-2917,Ava Andersson,Europe,Germany,Retail Store,Furniture,Filing Cabinet,9,267.97,2411.73,0.2,482.35,1929.38,8.81,0.1,192.94,2131.13,Bank Transfer,Shipped,J. Rivera,5,FALSE
ORD-110281,24-Feb-24,2/24/2024,CUST-4479,Ana Lee,South America,Chile,Marketplace - eBay,Electronics,Laptop Stand,4,348.13,1392.52,0.25,348.13,1044.39,12.71,0.085,88.77,1145.87,Bank Transfer,Shipped,M. Okafor,5,TRUE
ORD-102900,20-Apr-23,4/20/2023,CUST-4063,Charles Garcia,South America,Argentina,Phone Order,Home & Kitchen,Electric Kettle,4,399.66,1598.64,0.1,159.86,1438.78,15.29,0.085,122.3,1576.37,Bank Transfer,Processing,M. Okafor,5,FALSE
ORD-103221,1-Dec-24,12/1/2024,CUST-4800,Ethan Muller,Asia,Singapore,Website,Books,Children's Storybook,12,342.24,4106.88,0.15,616.03,3490.85,7.06,0.085,296.72,3794.63,Credit Card,Delivered,M. Okafor,0,TRUE
ORD-100262,28-May-24,5/28/2024,CUST-3828,William Johnson,Africa,South Africa,Phone Order,Books,Fiction Novel,4,733.36,2933.44,0.25,733.36,2200.08,29.36,0,0,2229.44,Bank Transfer,Delivered,T. Andersson,4,FALSE
ORD-103741,27-Jun-23,6/27/2023,CUST-4582,Yuki Martin,North America,USA,Marketplace - Amazon,Electronics,Power Bank 20000mAh,7,195.54,1368.78,0,0,1368.78,32.66,0,0,1401.44,PayPal,Delivered,R. Silva,0,FALSE
ORD-106763,31-Mar-23,3/31/2023,CUST-2021,Thomas Anderson,Africa,South Africa,Marketplace - eBay,Clothing,Winter Jacket,5,284.83,1424.15,0.15,213.62,1210.53,29.01,0,0,1239.54,PayPal,Delivered,N/A,4,FALSE
ORD-108820,8-Oct-23,10/8/2023,CUST-4342,Richard Taylor,South America,Chile,Website,Furniture,Standing Desk,10,318.23,3182.3,0.1,318.23,2864.07,17.78,0.19,544.17,3426.02,Bank Transfer,Delivered,J. Rivera,5,TRUE
ORD-107228,9-May-24,5/9/2024,CUST-1801,Barbara Rossi,Oceania,Australia,Marketplace - Amazon,Sports & Outdoors,Camping Tent,5,858.11,4290.55,0.2,858.11,3432.44,29.17,0.07,240.27,3701.88,Bank Transfer,Shipped,S. Patel,0,FALSE
ORD-110082,4-Jul-23,7/4/2023,CUST-1263,Richard Okafor,Europe,France,Website,Clothing,Baseball Cap,11,395.43,4349.73,0,0,4349.73,32.73,0,0,4382.46,Debit Card,Delivered,A. Chen,2,TRUE
ORD-111235,4-Sep-25,9/4/2025,CUST-4519,Jessica Jones,Asia,China,Website,Sports & Outdoors,Water Bottle Insulated,6,797.04,4782.24,0.25,1195.56,3586.68,27,0.07,251.07,3864.75,PayPal,Delivered,T. Andersson,0,FALSE
ORD-104306,29-Jun-25,6/29/2025,CUST-1387,Ana Wilson,Africa,Egypt,Retail Store,Home & Kitchen,Non-Stick Pan Set,3,402.22,1206.66,0.25,301.67,904.99,30,0.05,45.25,980.24,Credit Card,Delivered,M. Okafor,3,TRUE
ORD-110271,11-Feb-25,2/11/2025,CUST-2725,Sophia Muller,Asia,China,Retail Store,Office Supplies,Notebook A5,5,743.52,3717.6,0.1,371.76,3345.84,3.28,0.05,167.29,3516.41,Gift Card,Delivered,K. Tanaka,3,FALSE
ORD-111778,27-Oct-24,10/27/2024,CUST-2458,Wei Okafor,Asia,India,Phone Order,Books,Cookbook,2,91.8,183.6,0,0,183.6,2.86,0,0,186.46,Cash on Delivery,Delivered,S. Patel,4,TRUE
ORD-104305,14-Jun-24,6/14/2024,CUST-3118,Elizabeth Muller,Europe,Italy,Mobile App,Furniture,Monitor Arm,3,191,573,0.2,114.6,458.4,8.48,0.19,87.1,553.98,Bank Transfer,Processing,R. Silva,1,FALSE
ORD-105245,4-Dec-25,12/4/2025,CUST-1505,Fatima Johnson,Asia,China,Mobile App,Furniture,Desk Lamp,3,819.32,2457.96,0,0,2457.96,9.4,0.1,245.8,2713.16,PayPal,Delivered,L. Novak,2,TRUE
ORD-109799,23-Jun-25,6/23/2025,CUST-2172,Thomas Williams,Africa,Nigeria,Phone Order,Furniture,Desk Lamp,1,319.41,319.41,0.2,63.88,255.53,26.41,0.1,25.55,307.49,Credit Card,Delivered,J. Rivera,1,TRUE
ORD-109213,17-Feb-25,2/17/2025,CUST-2914,Priya Andersson,South America,Brazil,Marketplace - eBay,Office Supplies,Desk Organizer,12,324.79,3897.48,0,0,3897.48,0.75,0.07,272.82,4171.05,Gift Card,Delivered,M. Okafor,1,TRUE
ORD-108801,27-Jun-23,6/27/2023,CUST-2190,Mia Brown,South America,Chile,Mobile App,Office Supplies,Desk Organizer,6,77.48,464.88,0.2,92.98,371.9,13.17,0.07,26.03,411.1,Bank Transfer,Shipped,K. Tanaka,0,FALSE
ORD-109596,15-Dec-25,12/15/2025,CUST-4875,Ava Thomas,Europe,France,Marketplace - eBay,Clothing,Running Shoes,4,398.05,1592.2,0,0,1592.2,0.32,0.19,302.52,1895.04,Bank Transfer,Shipped,M. Okafor,4,FALSE
ORD-113628,5-Feb-25,2/5/2025,CUST-4804,Thomas Brown,Asia,Japan,Marketplace - Amazon,Books,Business Strategy Book,11,797.1,8768.1,0,0,8768.1,11.99,0.05,438.41,9218.5,Cash on Delivery,Delivered,J. Rivera,0,TRUE
ORD-111447,13-May-23,5/13/2023,CUST-2454,Susan Thomas,Asia,India,Phone Order,Furniture,Monitor Arm,3,730.78,2192.34,0.2,438.47,1753.87,13,0.085,149.08,1915.95,Debit Card,Returned,S. Patel,1,FALSE
ORD-106823,30-Sep-23,9/30/2023,CUST-4573,William Smith,Africa,South Africa,Mobile App,Books,Self-Help Guide,5,716.92,3584.6,0.05,179.23,3405.37,34.85,0.085,289.46,3729.68,Debit Card,Delivered,L. Novak,0,FALSE
ORD-110289,7-May-24,5/7/2024,CUST-3207,Karen Martin,South America,Argentina,Mobile App,Office Supplies,Notebook A5,6,418.8,2512.8,0,0,2512.8,25.61,0.19,477.43,3015.84,Debit Card,Delivered,L. Novak,2,FALSE
ORD-100210,11-May-25,5/11/2025,CUST-4402,Michael Martin,Oceania,New Zealand,Mobile App,Furniture,Filing Cabinet,12,557.83,6693.96,0.1,669.4,6024.56,3.99,0,0,6028.55,Bank Transfer,Delivered,L. Novak,4,TRUE
ORD-103799,27-Aug-25,8/27/2025,CUST-2296,Lucas Rodriguez,South America,Chile,Retail Store,Office Supplies,Printer Paper Ream,2,670.23,1340.46,0.05,67.02,1273.44,29.25,0,0,1302.69,Cash on Delivery,Delivered,M. Okafor,1,TRUE
ORD-103540,27-Jul-23,7/27/2023,CUST-4379,Karen Johnson,North America,Mexico,Marketplace - Amazon,Sports & Outdoors,Hiking Backpack,1,283.18,283.18,0.2,56.64,226.54,11.73,0,0,238.27,Gift Card,Delivered,T. Andersson,3,FALSE
ORD-100154,30-Apr-24,4/30/2024,CUST-3523,David Rossi,Oceania,New Zealand,Retail Store,Books,Cookbook,4,733.1,2932.4,0,0,2932.4,19.95,0.1,293.24,3245.59,PayPal,Delivered,T. Andersson,3,FALSE
ORD-109783,19-Oct-23,10/19/2023,CUST-1645,Jessica Van Dijk,South America,Brazil,Marketplace - Amazon,Home & Kitchen,Blender,4,156.14,624.56,0.15,93.68,530.88,24.26,0.05,26.54,581.68,Cash on Delivery,Delivered,L. Novak,4,TRUE
ORD-110635,20-May-23,5/20/2023,CUST-2130,Yuki Moore,Europe,France,Website,Clothing,Running Shoes,11,729.26,8021.86,0,0,8021.86,22.42,0.2,1604.37,9648.65,PayPal,Cancelled,R. Silva,0,FALSE
ORD-101148,4-Dec-24,12/4/2024,CUST-2782,James Muller,Europe,Italy,Marketplace - eBay,Clothing,Baseball Cap,8,665.66,5325.28,0,0,5325.28,20.28,0.1,532.53,5878.09,Credit Card,Delivered,K. Tanaka,1,FALSE
ORD-111620,20-Aug-23,8/20/2023,CUST-2104,Linda Martinez,North America,Mexico,Phone Order,Electronics,Power Bank 20000mAh,2,723.56,1447.12,0.05,72.36,1374.76,24.56,0.1,137.48,1536.8,PayPal,Delivered,A. Chen,4,FALSE
ORD-101968,18-Jun-25,6/18/2025,CUST-4954,Emma Silva,Oceania,Australia,Marketplace - eBay,Sports & Outdoors,Water Bottle Insulated,11,447.97,4927.67,0.25,1231.92,3695.75,27.33,0.1,369.58,4092.66,Credit Card,Delivered,A. Chen,1,FALSE
ORD-111399,25-Sep-24,9/25/2024,CUST-2003,Jessica Silva,South America,Chile,Website,Home & Kitchen,Coffee Maker,6,132.92,797.52,0.1,79.75,717.77,16.42,0.07,50.24,784.43,Bank Transfer,Shipped,K. Tanaka,4,TRUE
ORD-108154,2-Mar-25,3/2/2025,CUST-1010,Carlos Williams,Oceania,Australia,Phone Order,Office Supplies,Desk Organizer,1,436.97,436.97,0.05,21.85,415.12,29.58,0.2,83.02,527.72,Bank Transfer,Delivered,T. Andersson,2,TRUE
ORD-102434,27-Jan-23,1/27/2023,CUST-2309,Hiro Van Dijk,Oceania,Australia,Website,Sports & Outdoors,Yoga Mat,1,109.76,109.76,0.15,16.46,93.3,5.5,0.085,7.93,106.73,Credit Card,Processing,N/A,4,FALSE
ORD-109826,29-Nov-23,11/29/2023,CUST-3361,Yuki Jones,Asia,India,Retail Store,Toys & Games,Building Blocks Set,7,216.59,1516.13,0.1,151.61,1364.52,9.57,0.2,272.9,1646.99,Debit Card,Delivered,A. Chen,5,TRUE
